BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,CAPACITY,STNO,Address,Location,Lat,Long,geometry,neighborhood
"GOLDEN SUN, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,49,1277,  River ST,"(42.255952, -71.124289)",42.25586776923077,-71.1243803076923,POINT (-71.12438030769231 42.25586776923077),Hyde Park
"FATHER'S NEW TAMWORTH CAFE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,222, Tremont St,"(0.0, 0.0)",42.3515206,-71.06452705763792,POINT (-71.06452705763792 42.3515206),Downtown
"FIRST ATLAS LIONS, LLC",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,200,73,  Main ST,"(42.373887, -71.062647)",42.38304624489796,-71.07154781632653,POINT (-71.07154781632653 42.38304624489796),Charlestown
"TAPEO, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,198,266,  Newbury ST,"(42.349163, -71.083186)",42.349191999999995,-71.083201,POINT (-71.083201 42.349192),Back Bay
"TAQUERIA EL CARRIZAL, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,50,254,  Brighton AV,"(42.353243, -71.136649)",42.3533363487638,-71.1363208172538,POINT (-71.1363208172538 42.3533363487638),Allston
DUARTE CORP.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,70,210,  Hanover ST,"(42.362919, -71.05563)",42.362857399999996,-71.0555973,POINT (-71.0555973 42.3628574),North End
"LES AMIS RESTAURANT, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,96,1610,  Commonwealth AV,"(42.343355, -71.142631)",42.34363179462126,-71.14342065403406,POINT (-71.14342065403406 42.34363179462126),Brighton
"MOHAMMAD ALAM, INDIVIDUAL",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,44,1111, Dorchester Av,"(42.312658, -71.057474)",42.31263635,-71.05748584340166,POINT (-71.05748584340166 42.31263635),Dorchester
"TERIYAKI HOUSE, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,18,32,W Broadway ,"(42.342726, -71.056371)",42.34252897710017,-71.05643889793461,POINT (-71.05643889793461 42.34252897710017),South Boston
"TASTY BURGER 4, LLC",10/25/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,149,2304,  Washington ST,"(42.33006, -71.08405)",42.2620157,-71.15640570000001,POINT (-71.15640570000001 42.2620157),West Roxbury
"Tasty Burger 5, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,92,145, Dartmouth St,"(42.34738, -71.07484)",42.347576600000004,-71.0744137,POINT (-71.07441369999999 42.3475766),Back Bay
TASTY BURGER CORPORATION,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,77,1301,  Boylston ST,"(42.344773, -71.098278)",42.344772999999996,-71.0983594,POINT (-71.09835940000001 42.344773),Fenway
"Tavern in the Square South Station, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,49,1,  South Station  ,"(0.0, 0.0)",42.352474,-71.0549737,POINT (-71.05497370000001 42.352474),Downtown
"TAVERN IN THE SQUARE CAUSEWAY STREET, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,267,120, Beverly St,"(0.0, 0.0)",42.366347112244895,-71.06008915306124,POINT (-71.06008915306124 42.3663471122449),West End
"JAJB, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,580,161,  Brighton AV,"(0.0, 0.0)",42.352919425825945,-71.13254302042131,POINT (-71.13254302042131 42.35291942582595),Allston
"TAVERN ROAD, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,180,343,  Congress ST,"(42.35059, -71.04938)",42.3505865,-71.04938139175502,POINT (-71.04938139175502 42.3505865),South Boston Waterfront
"TAVITAS SOUTH STATION, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,49,1,  South Station  ,"(0.0, 0.0)",42.352474,-71.0549737,POINT (-71.05497370000001 42.352474),Downtown
"TRINITY ASHMONT RESTAURANT, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,120,1918, Dorchester Av,"(0.0, 0.0)",42.2838308,-71.0646749,POINT (-71.0646749 42.2838308),Dorchester
"TEATRO, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,126,177,  Tremont ST,"(42.353, -71.06405)",42.3529973,-71.0642375,POINT (-71.0642375 42.3529973),Downtown
"Z-LOVE, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,53,289, Dorchester St,"(42.332022, -71.052758)",42.33189633333333,-71.05271966666669,POINT (-71.05271966666669 42.33189633333333),South Boston
"KLK, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,36,597, Centre St,"(0.0, 0.0)",42.2978789,-71.13028249999999,POINT (-71.13028249999999 42.2978789),Roslindale
"BLIFIA ASSOCIATES, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,36,1746,  Washington ST,"(42.33646, -71.07653)",42.2620157,-71.15640570000001,POINT (-71.15640570000001 42.2620157),West Roxbury
"TERRAMIA, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,39,98, Salem St,"(42.36406, -71.05574)",42.377528000000005,-71.066435,POINT (-71.066435 42.37752800000001),Charlestown
PRECIADO CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,35,26,  Porter ST,"(0.0, 0.0)",42.31545015727815,-71.10307508757745,POINT (-71.10307508757745 42.31545015727815),Jamaica Plain
T.G.I. FRIDAY'S INC.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,235,1,  Brigham CIR,"(0.0, 0.0)",42.3346084,-71.1036922,POINT (-71.1036922 42.3346084),Longwood
"Y&Y ENTERPRISES, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,62,132,  Newbury ST,"(42.35092, -71.07668)",42.3509847,-71.076712,POINT (-71.076712 42.3509847),Back Bay
"C,T, M&W LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,40,636, Beacon St,"(0.0, 0.0)",42.3494898,-71.0952642,POINT (-71.0952642 42.3494898),Fenway
THAITATION LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,44,129,  Jersey ST,"(42.342326, -71.096951)",42.34268233333333,-71.0970445,POINT (-71.0970445 42.34268233333333),Fenway
"RYTUBB, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,180,237,  Washington ST,"(0.0, 0.0)",42.34757995469947,-71.14932448705464,POINT (-71.14932448705464 42.34757995469947),Brighton
"NINE THIRTY FOUR, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,150,934,  Dorchester AV,"(42.31897, -71.05648)",42.318891799999996,-71.05661740000001,POINT (-71.05661740000001 42.3188918),Dorchester
"POSEIDON ENTERPRISES, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,228,88,  Sleeper ST,"(42.353895, -71.048576)",42.353709,-71.048734,POINT (-71.048734 42.353709),South Boston Waterfront
"GSTH INVESTMENT GROUP, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,668,51,  Stuart ST,"(42.351234, -71.064128)",42.348285499999996,-71.0765335,POINT (-71.0765335 42.3482855),Back Bay
Baird Hospitality LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,109,15,  Union ST,"(42.360853, -71.056685)",42.345076714008506,-71.14796546161499,POINT (-71.14796546161499 42.34507671400851),Brighton
"B. STONE, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,240,1505, Dorchester Av,"(42.299303, -71.060619)",42.29917802274701,-71.06058852456808,POINT (-71.06058852456808 42.29917802274701),Dorchester
"JAMES ASSOCIATES, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,253,734,E Broadway ,"(0.0, 0.0)",42.33569925,-71.0360625,POINT (-71.0360625 42.33569925),South Boston
"M. COOKE, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,200,80, Atlantic Av,"(42.362516, -71.050719)",42.3624578,-71.05049090000001,POINT (-71.05049090000001 42.3624578),Downtown
BALLDON PROP 1 LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,254,1300, Hyde Park Av,"(0.0, 0.0)",42.254438,-71.12420300000001,POINT (-71.12420300000001 42.254438),Hyde Park
552 TREMONT LLC,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,30,552,  Tremont ST,"(42.34376, -71.07146)",42.343861,-71.071614,POINT (-71.071614 42.343861),South End
"CAPITAL GRILLE HOLDINGS, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,342,900,  Boylston ST,"(0.0, 0.0)",42.3471376,-71.08399283816692,POINT (-71.08399283816692 42.3471376),Back Bay
"THE CATERED AFFAIR, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,2727,700,  Boylston ST,"(42.349231, -71.078658)",42.34932979999999,-71.07865473816359,POINT (-71.07865473816359 42.34932979999999),Back Bay
"THE CHEESECAKE FACTORY RESTAURANTS, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,376,115,  Huntington AV,"(0.0, 0.0)",42.345919888888886,-71.08132119444444,POINT (-71.08132119444444 42.34591988888889),Back Bay
"DRAM, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,113,1330, Boylston St,"(0.0, 0.0)",42.34399915,-71.09847246172475,POINT (-71.09847246172475 42.34399915),Fenway
"FACILITY CONCESSION SERVICES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,1658,98,  Boylston ST,"(42.352044, -71.065328)",42.317103,-71.105056,POINT (-71.105056 42.317103),Jamaica Plain
"BADOINKAS, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,211,83,  Harvard AV,"(42.353503, -71.132378)",42.25937265,-71.12219260675178,POINT (-71.12219260675178 42.25937265),Hyde Park
"NEXT DROP,INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,33, Massachusetts Av,"(0.0, 0.0)",42.350248,-71.08932259999999,POINT (-71.08932259999999 42.350248),Back Bay
"FLAHERTY, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,262,16,W Broadway  ,"(0.0, 0.0)",42.342721316961104,-71.05673694939013,POINT (-71.05673694939013 42.3427213169611),South Boston
"CALAMARI FISHERIES, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,20,323, Hanover St,"(0.0, 0.0)",42.3641206,-71.0539844,POINT (-71.0539844 42.3641206),North End
"CALAMARI COURT, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,107,2, Northern Av,"(0.0, 0.0)",42.355140999999996,-71.05086,POINT (-71.05086 42.355141),Downtown
"RED ROCKETS, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,62,100,  Chandler ST,"(42.34626, -71.07288)",42.3463152,-71.0729011,POINT (-71.0729011 42.3463152),South End
"HALE MARKETING, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,150,3712, Washington St,"(0.0, 0.0)",42.3002158,-71.11318879999999,POINT (-71.11318879999999 42.3002158),Jamaica Plain
"THE DUGOUT CAFE, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,96,722,  Commonwealth AV,"(42.34957, -71.10598)",42.3496292,-71.1059547,POINT (-71.1059547 42.3496292),Fenway
"EWalk SE1, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,80,1415,  Washington ST,"(42.341226, -71.07053)",42.2620157,-71.15640570000001,POINT (-71.15640570000001 42.2620157),West Roxbury
"BOYLSTON ENTERTAINMENT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,672,1, Boylston Pl,"(42.352142, -71.06615)",42.316183,-71.102754,POINT (-71.102754 42.316183),Jamaica Plain
"TOASTED BROTHERS BB, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,125,35, Stanhope St,"(0.0, 0.0)",42.348483200000004,-71.0732342,POINT (-71.0732342 42.3484832),Back Bay
"The Frogmore, LLC",02/05/2016 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,95,365,  Centre ST,"(42.322657, -71.108212)",42.294618285714286,-71.05807528571428,POINT (-71.05807528571428 42.29461828571429),Dorchester
"HENRY'S DELICATESSEN, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,90,1395,  Washington ST,"(42.34136, -71.07015)",42.2620157,-71.15640570000001,POINT (-71.15640570000001 42.2620157),West Roxbury
"THE ISABELLA STEWART GARDNER MUSEUM, INCORPORATED",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,1293,280,  Fenway  ,"(42.338764, -71.098844)",42.33885643352518,-71.09870037237938,POINT (-71.09870037237938 42.33885643352518),Longwood
"SYMPHONY EXCHANGE, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,90,250,  Huntington AV,"(42.342201, -71.08503)",42.3412570020076,-71.08714887590449,POINT (-71.08714887590449 42.3412570020076),Fenway
"1625 EXCHANGE, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,42,1625,  Tremont ST,"(42.33392, -71.10354)",42.333808875,-71.103476125,POINT (-71.103476125 42.333808875),Mission Hill
Boston Pubs LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,231,148,  State ST,"(42.359387, -71.054174)",42.3593344,-71.054186,POINT (-71.054186 42.3593344),Downtown
THE 15 LAGRANGE STREET CORPORATION,11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,22, Lagrange St,"(0.0, 0.0)",42.27363915,-71.1446677346628,POINT (-71.1446677346628 42.27363915),West Roxbury
"GLENVILLE TAVERN SERVICES, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,95,87, Glenville Av,"(0.0, 0.0)",42.349478231833956,-71.13495500141543,POINT (-71.13495500141543 42.34947823183396),Allston
"170, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,206,170, Milk St,"(0.0, 0.0)",42.3587309,-71.05259344362422,POINT (-71.05259344362422 42.3587309),Downtown
"DAVID N. MURRAY, INDIVIDUAL",11/29/2013 12:00:00 AM,12/31/2014 12:00:00 AM,All Alc,295,69,  Canal ST,"(42.36407, -71.05936)",42.3640688,-71.0594262,POINT (-71.0594262 42.3640688),West End
"GREEN BRIAR TAVERN, INC.",12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,360,280,  Washington ST,"(42.348095, -71.150232)",42.301073734271625,-71.07613980801273,POINT (-71.07613980801273 42.30107373427163),Dorchester
"GALWAY, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,693,85,  Causeway ST,"(42.364591, -71.062338)",42.364582,-71.0624441,POINT (-71.06244409999999 42.364582),West End
"ANGLO HOSPITALITY, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,45,2, Perkins St,"(0.0, 0.0)",42.3217745,-71.11038609999999,POINT (-71.11038609999999 42.3217745),Jamaica Plain
"SPORTER'S CAFE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,150,228,  Cambridge ST,"(42.360985, -71.06661)",42.3610059,-71.06667579999998,POINT (-71.06667579999998 42.3610059),Beacon Hill
"BOSTON SPEAKEASY, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,180,1277,  Commonwealth AV,"(42.34982, -71.13342)",42.3504455,-71.10930570000001,POINT (-71.10930570000001 42.3504455),Fenway
"MRJ, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,150,18,  Province ST,"(42.357254, -71.05958)",42.357238820999825,-71.05962131205999,POINT (-71.05962131205999 42.35723882099983),Downtown
"ROCK HARD PRODUCTIONS, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,260,216, Hanover St,"(0.0, 0.0)",42.362916999999996,-71.055523,POINT (-71.05552299999999 42.362917),North End
"HE PUB, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,88,144,  South ST,"(42.305066, -71.114449)",42.3050894,-71.1145161,POINT (-71.1145161 42.3050894),Jamaica Plain
"F.S. POPS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,48,560, Tremont St,"(0.0, 0.0)",42.343696,-71.071939,POINT (-71.071939 42.343696),South End
"CALLAN HOSPITALITY,INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,120,102, Broad St,"(0.0, 0.0)",42.357302000000004,-71.05209203869494,POINT (-71.05209203869494 42.357302),Downtown
"ATLANTIC 101, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,240,101,  Atlantic AV,"(42.361781, -71.052341)",42.36200861381552,-71.05110155720904,POINT (-71.05110155720904 42.36200861381552),Downtown
"THE PARISH CAFE, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,140,359, Boylston St,"(0.0, 0.0)",42.35192145,-71.07167637321994,POINT (-71.07167637321994 42.35192145),Back Bay
"Saturday Afternoon, Inc.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,1262,1254, Boylston St,"(0.0, 0.0)",42.34505838722046,-71.09561141955507,POINT (-71.09561141955507 42.34505838722046),Fenway
"TRIPLE PS, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,139,28,W Broadway ,"(42.342726, -71.056519)",42.34257706206541,-71.05651341079849,POINT (-71.05651341079849 42.34257706206541),South Boston
"MABROTHERS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,182,10,  Bosworth ST,"(42.356873, -71.06026)",42.3569,-71.06016600000001,POINT (-71.06016600000001 42.3569),Downtown
YOEVE CORP.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,65,1152,  River ST,"(42.25647, -71.12031)",42.256512386107715,-71.1203520759282,POINT (-71.1203520759282 42.25651238610772),Hyde Park
"RAGLIN ROAD, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,253,60,  Franklin ST,"(42.35577, -71.05838)",42.357624,-71.13320818830474,POINT (-71.13320818830474 42.357624),Allston
"BROUGHTON ENTERPRISES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,3492,  Washington ST,"(42.30628, -71.10743)",42.306339,-71.107474,POINT (-71.107474 42.306339),Jamaica Plain
"BK & PF, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,273,222, Friend St,"(0.0, 0.0)",42.36425785714286,-71.06091712244898,POINT (-71.06091712244898 42.36425785714286),West End
"THE OCEANAIRE RESTAURANT COMPANY, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,310,40, Court St,"(42.35903, -71.05927)",42.359094891146476,-71.05913310580077,POINT (-71.05913310580077 42.35909489114648),Downtown
"BOSTON CULINARY GROUP, INC.",10/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,2763,1, Hamilton Pl,"(42.356225, -71.060994)",42.3562581,-71.06079779718502,POINT (-71.06079779718502 42.3562581),Downtown
THE PAINT BAR LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,37,248,  Newbury ST,"(42.34936, -71.08253)",42.3493136,-71.082583,POINT (-71.082583 42.3493136),Back Bay
"667 EAST BROADWAY, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,48,667,E Broadway ,"(42.33542, -71.03786)",42.335490368421056,-71.03846223684211,POINT (-71.03846223684211 42.33549036842106),South Boston
"CHUCK'S CAFÉ, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,48,44,  Charles ST,"(42.35724, -71.070269)",42.357313899999994,-71.0702328,POINT (-71.0702328 42.35731389999999),Beacon Hill
"FACTOTUM TAP ROOM, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,92,493, Massachusetts Av,"(0.0, 0.0)",42.3392951,-71.08074413617254,POINT (-71.08074413617254 42.3392951),Roxbury
"Pink Samurai, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,16,658,  Centre ST,"(42.312748, -71.113869)",42.2978789,-71.13028249999999,POINT (-71.13028249999999 42.2978789),Roslindale
JABC CORP.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,180,658,E Broadway ,"(42.33579, -71.03809)",42.3357736,-71.03802074748201,POINT (-71.03802074748201 42.3357736),South Boston
"BVP, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,270,147, Hanover St,"(0.0, 0.0)",42.362732741935474,-71.05544006451612,POINT (-71.05544006451612 42.36273274193547),North End
"AUDITORIUM CAFE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,302,909, Boylston St,"(0.0, 0.0)",42.3484628,-71.08432696119658,POINT (-71.08432696119658 42.3484628),Back Bay
TPN CORP.,02/05/2016 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,0,328,  Washington ST,"(42.34887, -71.152162)",42.348958266666656,-71.15188746666666,POINT (-71.15188746666666 42.34895826666666),Brighton
"RATTLESNAKE BAR & GRILL, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,435,384, Boylston St,"(0.0, 0.0)",42.351273,-71.0718661,POINT (-71.07186609999999 42.351273),Back Bay
"THE SALTY DOG, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,154,206, Faneuil Hall Marketplace ,"(0.0, 0.0)",42.36005485,-71.05460485041264,POINT (-71.05460485041264 42.36005485),Downtown
"SEAPOINT, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,400,367,E Eighth ST,"(42.33113, -71.04634)",42.33109525,-71.04633532624584,POINT (-71.04633532624584 42.33109525),South Boston
"SEVENS ALE HOUSE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,86,77,  Charles ST,"(42.35833, -71.07039)",42.3583275,-71.0703958,POINT (-71.0703958 42.3583275),Beacon Hill
ALLSTON VENTURE FIVE INC.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,151,1249,  Commonwealth AV,"(42.35021, -71.13215)",42.35016470000001,-71.1321201,POINT (-71.13212009999999 42.35016470000001),Allston
"TWO POUNDS, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,90,31,  India ST,"(42.35823, -71.05315)",42.358336540540535,-71.05314513513514,POINT (-71.05314513513514 42.35833654054053),Downtown
"BOSTON NIGHT LIFE VENTURES, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,130,17, Union St,"(0.0, 0.0)",42.374202800000006,-71.06437972714932,POINT (-71.06437972714932 42.37420280000001),Charlestown
"UC SOUTH END, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,41,683,  Tremont ST,"(42.34156, -71.07662)",42.34157728571429,-71.0763272857143,POINT (-71.0763272857143 42.34157728571429),South End
"PURSUIT, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,35,200,  Faneuil Hall Marketplace  ,"(42.360199, -71.054798)",42.36005485,-71.05460485041264,POINT (-71.05460485041264 42.36005485),Downtown
"LEESIDE RESTAURANT, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,547,150, Northern Av,"(0.0, 0.0)",42.35021834811332,-71.04246874110946,POINT (-71.04246874110946 42.35021834811332),South Boston Waterfront
THE WILDROVERS INCORPORATED,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,464,63,  Chatham ST,"(42.359592, -71.053951)",42.359627,-71.0544442,POINT (-71.05444420000001 42.359627),Downtown
"THORNTON COMPANIES, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,94,100,  Peterborough ST,"(42.342993, -71.099359)",42.343073,-71.09936,POINT (-71.09936 42.343073),Fenway
"Tia's Waterfront, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,260,200,  Atlantic AV,"(0.0, 0.0)",42.353607700000005,-71.0537511,POINT (-71.0537511 42.3536077),Downtown
"222 BERKELEY RESTAURANT, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,253,222,  Berkeley ST,"(42.35084, -71.07311)",42.3506879,-71.07325920000001,POINT (-71.07325920000001 42.3506879),Back Bay
"TIGER MAMA, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,210,1363,  Boylston ST,"(0.0, 0.0)",42.34409960000001,-71.10031740000001,POINT (-71.10031740000001 42.34409960000001),Fenway
,10/10/2014 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,26,3706,  Washington ST,"(42.30036, -71.11297)",42.3003852,-71.11302590000001,POINT (-71.11302590000001 42.3003852),Jamaica Plain
"TKBMA, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,442,96,  Brookline AV,"(42.34612, -71.09929)",42.3461618,-71.0993239,POINT (-71.0993239 42.3461618),Fenway
"TIP TAP ROOM, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,165,138,  Cambridge ST,"(42.361003, -71.063928)",42.36102460000001,-71.0639676,POINT (-71.0639676 42.36102460000001),Beacon Hill
"VEE & VEE PRODUCTIONS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,37,763,  Centre ST,"(42.310283, -71.11526)",42.310246,-71.115202,POINT (-71.115202 42.310246),Jamaica Plain
SHANGHAI RESTAURANT & BAR CORPORATION,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,83,232, Tremont St,"(42.351219, -71.064646)",42.35123,-71.0646747,POINT (-71.0646747 42.35123),Downtown
"TOM ENGLISH'S COTTAGE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,189,112,  Emerson ST,"(42.336005, -71.040421)",42.335856829689725,-71.04047155440459,POINT (-71.04047155440459 42.33585682968972),South Boston
"Rebel Restaurants Fenway, LLC",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,360,1265,  Boylston ST,"(0.0, 0.0)",42.345271399999994,-71.0963611,POINT (-71.0963611 42.34527139999999),Fenway
PAULINE ANN IMBORNONE,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,97,192, Baker St,"(0.0, 0.0)",42.2760674,-71.16719959999999,POINT (-71.16719959999999 42.2760674),West Roxbury
