BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,CAPACITY,STNO,Address,Location,Lat,Long,geometry,neighborhood
"COSMOPOLITAN LOUNGE, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,94,276,  Bennington ST,"(0.0, 0.0)",42.37861776766653,-71.02884664901957,POINT (-71.02884664901957 42.37861776766653),East Boston
"COSTELLO'S TAVERN, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,150,717,  Centre ST,"(42.31124, -71.11473)",42.31128185,-71.11476158511256,POINT (-71.11476158511256 42.31128185),Jamaica Plain
JOHNNY BOY'S INC.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,48,1227, Hyde Park Av,"(42.257202, -71.124063)",42.25688876240413,-71.123980797906,POINT (-71.123980797906 42.25688876240413),Hyde Park
"TURNAROUND SUSHI, INC.",12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,108,75,  Kneeland ST,"(42.350178, -71.06061)",42.350244599999996,-71.06079100000001,POINT (-71.06079100000001 42.3502446),Chinatown
"CRAZY DOUGH BOYLSTON, LLC",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,49,1124, Boylston St,"(0.0, 0.0)",42.346737899999994,-71.08893940000002,POINT (-71.08893940000002 42.34673789999999),Fenway
Bobby Charlton LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,196,495,  Beacon ST,"(42.350586, -71.08976)",42.3504821,-71.08973245284932,POINT (-71.08973245284932 42.3504821),Back Bay
CRUDO NORTH END LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,76,78,  Salem ST,"(42.36369, -71.05591)",42.377501333333335,-71.066486875,POINT (-71.066486875 42.37750133333333),Charlestown
"FIRE IT UP STATE STREET,LLC",11/06/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,19,107, State St,"(0.0, 0.0)",42.359115,-71.054851,POINT (-71.054851 42.359115),Downtown
Russian Benevolent society,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,440,14,  Linden ST,"(42.35537, -71.13028)",42.35559979999999,-71.1307446,POINT (-71.1307446 42.35559979999999),Allston
"PAIGE HOSPITALITY, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,382,246,  Tremont ST,"(42.350688, -71.064668)",42.3507175,-71.0646947,POINT (-71.0646947 42.3507175),Downtown
MCCARTHY'S INC. OF BOSTON,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,73,1592,  Tremont ST,"(0.0, 0.0)",42.333496125,-71.103059375,POINT (-71.103059375 42.333496125),Mission Hill
EIGHT REGIONS LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,101,162,  Columbus AV,"(42.349256, -71.070608)",42.34957267346939,-71.07043314285714,POINT (-71.07043314285714 42.34957267346939),Bay Village
"DARRYLS'S CORNER BAR & KITCHEN, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,108,604,  Columbus AV,"(42.33975, -71.082398)",42.3398422,-71.0824905,POINT (-71.08249050000001 42.3398422),Roxbury
"75 ARLINGTON STREET, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,234,75,  Arlington ST,"(42.35068, -71.07036)",42.3504901,-71.07036171528705,POINT (-71.07036171528705 42.3504901),Back Bay
BRIGHTON R.I CORPORATION,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,168,1234,  Soldiers Field RD,"(42.3637, -71.13638)",42.364123600000006,-71.1365224,POINT (-71.1365224 42.36412360000001),Brighton
"CHEESINE, INC.",11/07/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,48,399,W Broadway  ,"(0.0, 0.0)",42.33706127777778,-71.04831466666667,POINT (-71.04831466666667 42.33706127777778),South Boston
DECIBEL ENTERPRISES LLC,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,180,1238,  Dorchester AV,"(0.0, 0.0)",42.30839555476936,-71.05813828315502,POINT (-71.05813828315502 42.30839555476936),Dorchester
"DEEP ELLUM, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,148,477,  Cambridge ST,"(42.353902, -71.13703)",42.3539041,-71.1370766,POINT (-71.1370766 42.3539041),Allston
"DEL FRISCO'S OF BOSTON, LLC",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,400,230,  Northern AV,"(0.0, 0.0)",42.3487386,-71.0384944,POINT (-71.0384944 42.3487386),South Boston Waterfront
CARLOS MARTE,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,117,635,  Hyde Park AV,"(0.0, 0.0)",42.27846731058655,-71.11932022801163,POINT (-71.11932022801163 42.27846731058655),Roslindale
COLUMBUS MANAGING CORP.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,49,754,  South ST,"(42.28702, -71.12948)",42.287009791724095,-71.1293300076038,POINT (-71.1293300076038 42.2870097917241),Roslindale
"South Street Group, Inc.",02/20/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,0,753,  South ST,"(42.287196, -71.129241)",42.288004250741075,-71.13090704781409,POINT (-71.13090704781409 42.28800425074107),Roslindale
"TWO AVENUES, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,98,61,  Massachusetts AV,"(0.0, 0.0)",42.34956655,-71.08909305023118,POINT (-71.08909305023118 42.34956655),Back Bay
DEV CORP.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,120,332,  Washington ST,"(42.348878, -71.152342)",42.3488821,-71.1523300455049,POINT (-71.1523300455049 42.3488821),Brighton
"THE PITCHER'S MOUND, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,39928,72, Brookline Av,"(0.0, 0.0)",42.3387095,-71.10787595833334,POINT (-71.10787595833334 42.3387095),Longwood
"EFTSROT, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,72,23,  Tyler ST,"(42.350724, -71.060979)",42.24623370000001,-71.12499364722144,POINT (-71.12499364722144 42.24623370000001),Hyde Park
"DICK'S LAST RESORT OF BOSTON,LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,138,100,  Faneuil Hall SQ,"(42.360131, -71.054954)",42.3601809,-71.056504,POINT (-71.056504 42.3601809),Downtown
955 LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,264,951,  Boylston ST,"(42.348051, -71.085767)",42.3480905862069,-71.08515086206897,POINT (-71.08515086206897 42.3480905862069),Back Bay
COBBAGE RESTAURANT CORP.,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,18,141,  Salem ST,"(42.365059, -71.055378)",42.365109999999994,-71.05534499999999,POINT (-71.05534499999999 42.36510999999999),North End
"SS INVESTMENTS, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,49,222,  Newbury ST,"(42.34975, -71.08108)",42.349752200000005,-71.0810802,POINT (-71.0810802 42.3497522),Back Bay
"LA ROCA, INC.",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,221, Hanover St,"(0.0, 0.0)",42.362807935483865,-71.05535651612905,POINT (-71.05535651612905 42.36280793548386),North End
"DONATO & GIANNI, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,116,326,  Commercial ST,"(42.3654, -71.05142)",42.36533323076923,-71.0512136923077,POINT (-71.0512136923077 42.36533323076923),North End
"J.J. DONOVAN, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,80,27,  Clinton ST,"(0.0, 0.0)",42.36061317054704,-71.0552208047678,POINT (-71.0552208047678 42.36061317054704),Downtown
"AC NEP, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,264,367,  Neponset AV,"(42.2867, -71.04513)",42.286999476395,-71.04568989517531,POINT (-71.04568989517531 42.286999476395),Dorchester
"Pavan Restaurant Group, Inc.",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,49,316, Newbury St,"(42.34862, -71.085413)",42.348611600000005,-71.08541190000001,POINT (-71.08541190000001 42.34861160000001),Back Bay
Henry's Garrett Catering LLC,01/23/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,40,1739, Dorchester Av,"(0.0, 0.0)",42.29084566666667,-71.062989,POINT (-71.062989 42.29084566666667),Dorchester
"DOT TAVERN, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,840,  Dorchester AV,"(42.322159, -71.056601)",42.32214525,-71.05659537498019,POINT (-71.05659537498019 42.32214525),Dorchester
"OCEAN TREASURE, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,127,84,  Harrison AV,"(42.350806, -71.061206)",42.33461717346939,-71.07523198979592,POINT (-71.07523198979592 42.33461717346939),Roxbury
"SPELLBURKE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,265,3484,  Washington ST,"(42.30644, -71.10723)",42.30657070000001,-71.1072478,POINT (-71.1072478 42.30657070000001),Jamaica Plain
"RENDON FOODS, INC.",11/06/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,56,182,  Sumner ST,"(42.369371, -71.040322)",42.369256,-71.040392,POINT (-71.040392 42.369256),East Boston
348 CONGRESS LLC,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,301,348, Congress St,"(0.0, 0.0)",42.3505525,-71.04851009999999,POINT (-71.04851009999999 42.3505525),South Boston Waterfront
"ROSSMORE CAFE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,86,3520,  Washington ST,"(42.305511, -71.108121)",42.30573388888889,-71.10807755555554,POINT (-71.10807755555554 42.30573388888889),Jamaica Plain
M.Y.N. CORP.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,223,7,  Stoughton ST,"(0.0, 0.0)",42.31680271474581,-71.06477696937866,POINT (-71.06477696937866 42.31680271474581),Dorchester
SEI STELLE LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,58,289, Causeway St,"(0.0, 0.0)",42.367029375,-71.05824825,POINT (-71.05824825000001 42.367029375),North End
,08/03/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,48,15, Warren St,"(0.0, 0.0)",42.329941,-71.0834291,POINT (-71.0834291 42.329941),Roxbury
"HALEY HOUSE, INC.",11/19/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,37,2302, Washington St,"(0.0, 0.0)",42.2620157,-71.15640570000001,POINT (-71.15640570000001 42.2620157),West Roxbury
"DUMPLING CAFÉ, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,48,695,  Washington ST,"(0.0, 0.0)",42.3512206,-71.0630527,POINT (-71.0630527 42.3512206),Downtown
"DUMPLING GOURMET, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,56,52,  Beach ST,"(42.35152, -71.06065)",42.351497200000004,-71.06056,POINT (-71.06056 42.3514972),Chinatown
ARK BOSTON RSS CORP.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,573,331, Faneuil Hall Marketplace ,"(0.0, 0.0)",42.36005485,-71.05460485041264,POINT (-71.05460485041264 42.36005485),Downtown
SOMERS FIVE CORP.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,46,108,  Blackstone ST,"(42.361696, -71.056576)",42.3616934,-71.0565718,POINT (-71.0565718 42.3616934),Downtown
"FIVE TWENTY TREMONT, INC.",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,138,520, Tremont St,"(0.0, 0.0)",42.344716,-71.07021999999999,POINT (-71.07021999999999 42.344716),South End
"REBECCA'S CAFÉ, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,400,212, Northern Av,"(42.350415, -71.038224)",42.3518965,-71.03742640000002,POINT (-71.03742640000002 42.3518965),South Boston Waterfront
"TKL,INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,156,25,  Beach ST,"(42.351311, -71.06182)",42.30215652599657,-71.05511494032613,POINT (-71.05511494032613 42.30215652599657),Dorchester
"ESHL, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,398,528,  Commonwealth AV,"(42.348498, -71.09622)",42.3485601,-71.0961765,POINT (-71.0961765 42.3485601),Fenway
SAINT DECLAN CORPORATION,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,249,1883,  Centre ST,"(42.28595, -71.15582)",42.28592875,-71.15584125658722,POINT (-71.15584125658722 42.28592875),West Roxbury
"EATALY BOSTON, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,0,800,  Boylston ST,"(42.34716, -71.08251)",42.3471718,-71.08250628733232,POINT (-71.08250628733232 42.3471718),Back Bay
"D & NICKOTA ENTERPRISES, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,92,107,  Porter ST,"(0.0, 0.0)",42.372983000000005,-71.03603670000001,POINT (-71.03603670000001 42.372983),East Boston
"CONTILLI'S, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,92,34,  Maverick SQ,"(42.369961, -71.039351)",42.3699196,-71.03928309999999,POINT (-71.03928309999999 42.3699196),East Boston
SIRAJ CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,45,474,  Shawmut AV,"(42.338556, -71.075908)",42.338584999999995,-71.07600716666667,POINT (-71.07600716666667 42.33858499999999),South End
"L.L. & A, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,972,  Saratoga ST,"(0.0, 0.0)",42.38706349695124,-71.00767255195045,POINT (-71.00767255195045 42.38706349695124),East Boston
EC RESTAURANTS (BOSTON) CORP.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,290,161,  Devonshire ST,"(42.356286, -71.0575)",42.35621079999999,-71.0575678664855,POINT (-71.0575678664855 42.35621079999999),Downtown
EMERSON COLLEGE,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,1727,543,  Washington ST,"(0.0, 0.0)",42.34939850429572,-71.16367703130531,POINT (-71.16367703130531 42.34939850429572),Brighton
EMERSON COLLEGE,10/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,1157,219,  Tremont ST,"(42.35157, -71.06502)",42.3515489,-71.06510392722366,POINT (-71.06510392722366 42.3515489),Downtown
"BIG NIGHT VENUES BOSTON 2, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,540,1,  Marina Park DR,"(0.0, 0.0)",42.3529429,-71.04529190000001,POINT (-71.04529190000001 42.3529429),South Boston Waterfront
"EMPIRE GARDEN RESTAURANT, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,801,680,  Washington ST,"(0.0, 0.0)",42.3517149,-71.17175472807767,POINT (-71.17175472807767 42.3517149),Brighton
"EQUATOR, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,49,1721,  Washington ST,"(42.337071, -71.076601)",42.2620157,-71.15640570000001,POINT (-71.15640570000001 42.2620157),West Roxbury
"LIBELLULA, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,185,69,  Church ST,"(42.35015, -71.06839)",42.24981596153847,-71.13387138461538,POINT (-71.13387138461538 42.24981596153847),Hyde Park
"IRISH PUB, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,101,795, Adams St,"(0.0, 0.0)",42.2832016,-71.05591640000002,POINT (-71.05591640000002 42.2832016),Dorchester
"GAMBROS, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,40,69,  Salem ST,"(42.36335, -71.05584)",42.3633795,-71.0559078,POINT (-71.0559078 42.3633795),North End
"CENTER HOUSE OF PIZZA, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,44,344,  Washington ST,"(42.348864, -71.152918)",42.299519000000004,-71.07365899999999,POINT (-71.07365899999999 42.299519),Dorchester
"2261 Dot, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,140,2261, Dorchester Av,"(0.0, 0.0)",42.273152,-71.067937,POINT (-71.067937 42.273152),Mattapan
"BIG TIME BOSTON FOOD, INC.",07/29/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,108,700,  Harrison AV,"(42.338319, -71.070696)",42.338636,-71.07039499999999,POINT (-71.07039499999999 42.338636),South End
"CILL DARA, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,81,3700,  Washington ST,"(42.30053, -71.112809)",42.3005521,-71.1128599,POINT (-71.1128599 42.3005521),Jamaica Plain
"FAJITAS  & 'RITAS, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,170,25,  West ST,"(0.0, 0.0)",42.3548936,-71.06259490000001,POINT (-71.06259490000001 42.3548936),Downtown
Buckminster Restaurant Group LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,90,645,  Beacon ST,"(42.348363, -71.097697)",42.34836865,-71.09774694105823,POINT (-71.09774694105823 42.34836865),Fenway
"OLIVES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,42,42,  Charles ST,"(42.357234, -71.070195)",42.3572305,-71.0701821,POINT (-71.0701821 42.3572305),Beacon Hill
"OLIVES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,59,67,  Main ST,"(42.373647, -71.06239)",42.3736375,-71.062397,POINT (-71.062397 42.3736375),Charlestown
"VIA VENETO RESTAURANT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,272,283,  Causeway ST,"(42.366963, -71.05818)",42.366975,-71.058327,POINT (-71.05832700000001 42.366975),North End
ROOM FOR DESSERT LLC,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,90,13,  Columbus AV,"(0.0, 0.0)",42.35136525,-71.06856525,POINT (-71.06856525000001 42.35136525),Downtown
FINS SUSHI & GRILL,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,78,354,  Chestnut Hill AV,"(42.33691, -71.15157)",42.3368637,-71.15165019999999,POINT (-71.15165019999999 42.3368637),Brighton
2000 CHEF FOOD CORP.,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,60,636, Beacon St,"(0.0, 0.0)",42.3494898,-71.0952642,POINT (-71.0952642 42.3494898),Fenway
"Bento Express, Inc.",07/13/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,45,62,  Boylston ST,"(42.35199, -71.06439)",42.352238899999996,-71.0644358,POINT (-71.0644358 42.3522389),Downtown
"OMEGA SUSHI, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,60,236,  Cambridge ST,"(42.360991, -71.066822)",42.360975,-71.06682341691773,POINT (-71.06682341691773 42.360975),Beacon Hill
"ROUND GRILLE SERVICES, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,375,31,  Saint James AV,"(42.351109, -71.07458)",42.3509401,-71.0717712,POINT (-71.0717712 42.3509401),Back Bay
"JNK, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,19,170,  Brighton AV,"(42.352902, -71.132981)",42.35288880469564,-71.13231554916752,POINT (-71.13231554916752 42.35288880469564),Allston
"LLOB ASSOCIATES, LLC",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,74,533,  Columbus AV,"(42.34186, -71.08059)",42.34174866666667,-71.080506,POINT (-71.080506 42.34174866666667),South End
"Lucky Five Restaruant, Inc.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,78,58,  Beach ST,"(42.35148, -71.06045)",42.301217799999996,-71.05484010581738,POINT (-71.05484010581738 42.3012178),Dorchester
"FLAMES RESTAURANT II, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,40,746,  Huntington AV,"(42.33363, -71.10549)",42.33393818455895,-71.10550655048,POINT (-71.10550655048 42.33393818455895),Mission Hill
"KITTY O'SHEA'S, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,90,1619,  Tremont ST,"(42.333842, -71.103341)",42.333789,-71.10341,POINT (-71.10341 42.333789),Mission Hill
"OS PRIME, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,358,201, Stuart St,"(0.0, 0.0)",42.350836,-71.067729,POINT (-71.067729 42.350836),Downtown
"FLORENTINE CAFE, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,118,333,  Hanover ST,"(0.0, 0.0)",42.364354,-71.053738,POINT (-71.053738 42.364354),North End
"THE FLORIAN ASSOCIATES, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,689,55,  Hallet ST,"(42.282376, -71.047658)",42.28240395,-71.0476333651287,POINT (-71.0476333651287 42.28240395),Dorchester
FOGO DE CHAO CHURRASCARIA(BOSTON)LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,334,200,  Dartmouth ST,"(0.0, 0.0)",42.34851462752494,-71.0766408759061,POINT (-71.07664087590609 42.34851462752494),Back Bay
"J. J. FOLEY'S FIRESIDE TAVERN, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,30, Hyde Park Av,"(0.0, 0.0)",42.2992125,-71.11381180000001,POINT (-71.11381180000001 42.2992125),Jamaica Plain
"BNV 4, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,312,755,  Boylston ST,"(42.34938, -71.0811)",42.3493339,-71.0810065,POINT (-71.0810065 42.3493339),Back Bay
"BOSTON FOUR WINDS, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,160,266,  Commercial ST,"(42.36432, -71.05135)",42.36430615,-71.05135213672726,POINT (-71.05135213672726 42.36430615),North End
"SAPHO, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,395,166,  Canal ST,"(0.0, 0.0)",42.365016100000005,-71.06093940000001,POINT (-71.06093940000001 42.36501610000001),West End
"VILLA FRANCESCA'S, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,129,150,  Richmond ST,"(42.363348, -71.054559)",42.36331360000001,-71.054464,POINT (-71.054464 42.36331360000001),North End
"DEUTERIO'S, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,64,289, Hanover St,"(0.0, 0.0)",42.363204438775504,-71.05558135714286,POINT (-71.05558135714286 42.3632044387755),North End
"GAME ON FENWAY, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,689,72,  Lansdowne  ,"(0.0, 0.0)",42.3474997,-71.09964120000001,POINT (-71.09964120000001 42.3474997),Fenway
"SOUTH END BERKELEY, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,239,560,  Harrison AV,"(42.34081, -71.06744)",42.3409422,-71.06733259999999,POINT (-71.06733259999999 42.3409422),South End
"NORTHERN AVENUE HOSPITALITY, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,207,75,  Northern AV,"(0.0, 0.0)",42.35231275,-71.0452956304911,POINT (-71.0452956304911 42.35231275),South Boston Waterfront
BIG NIGHT VENUES BOSTON 3 LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,244,44, Province St,"(42.356871, -71.059919)",42.3567935,-71.06003079999999,POINT (-71.06003079999999 42.3567935),Downtown
"5 NORTH SQUARE, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,103,5,  North SQ,"(42.36399, -71.05357)",42.3640061,-71.05355240000002,POINT (-71.05355240000002 42.3640061),North End
HANOVER CORPORATION,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,28,355, Hanover St,"(0.0, 0.0)",42.364596999999996,-71.05349009999999,POINT (-71.05349009999999 42.364597),North End
COLUMBUS CORPORATION,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,39,431,  Columbus AV,"(42.344074, -71.077812)",42.3441327,-71.0774061,POINT (-71.0774061 42.3441327),South End
"NEW HOUSE OF TOY, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,110,14, Hudson St,"(42.350621, -71.059908)",42.35069045454546,-71.059955,POINT (-71.059955 42.35069045454546),Chinatown
"CANTONA, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,122,565,  Boylston ST,"(42.350654, -71.076368)",42.35061279999999,-71.0763406,POINT (-71.07634059999999 42.35061279999999),Back Bay
TRIPLE EIGHT MANAGEMENT CORP.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,300,20, Hudson St,"(42.350406, -71.059976)",42.3504062,-71.05996653519512,POINT (-71.05996653519512 42.3504062),Chinatown
"BUCCINO INVESTMENTS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,176,28, Kingston St,"(42.35344, -71.05904)",42.3533994,-71.0591955,POINT (-71.0591955 42.3533994),Downtown
"KLK3, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,19,605,  Centre ST,"(42.31478, -71.114279)",42.2978789,-71.13028249999999,POINT (-71.13028249999999 42.2978789),Roslindale
"KKCB, LLC",03/17/2016 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,70,3698,  Washington ST,"(42.300583, -71.112757)",42.300611100000005,-71.1128068,POINT (-71.1128068 42.3006111),Jamaica Plain
"MONTGOMERY, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,240,1222,  Commonwealth AV,"(42.350727, -71.13097)",42.350178938702214,-71.13052005478087,POINT (-71.13052005478087 42.35017893870221),Allston
"JOHN J. SOMERS CO.,INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,149,11,  Marshall ST,"(42.361469, -71.056839)",42.3615079,-71.05686170000001,POINT (-71.05686170000001 42.3615079),Downtown
BERKELEY PLACE RESTAURANT LIMITED PARTNERSHIP,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,487,340, Stuart St,"(0.0, 0.0)",42.349354106737906,-71.07257358674083,POINT (-71.07257358674083 42.34935410673791),Back Bay
"SARKIS, INC.",03/14/2014 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,48,705,  Massachusetts AV,"(42.33487, -71.07545)",42.335765015625,-71.0758537890625,POINT (-71.07585378906251 42.335765015625),South End
"GROTTO, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,47,37,  Bowdoin ST,"(42.35991, -71.063085)",42.35991679999999,-71.0630117,POINT (-71.0630117 42.35991679999999),Beacon Hill
