,BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,LICCATDESC,CAPACITY,STNO,Address,Location,5,Final_Lat,Final_Long,geometry,neighborhood,ltype
904,"667 EAST BROADWAY, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,48,667.0,E Broadway ,"(42.33542, -71.03786)","-71.03844,42.335567",42.33542,-71.03786,POINT (-71.03785999999999 42.33542),South Boston,Malt Wine
905,"CHUCK'S CAFÉ, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,48,44.0,  Charles ST,"(42.35724, -71.070269)","-71.070015,42.357315",42.35724,-71.070269,POINT (-71.070269 42.35724),Beacon Hill,Malt Wine Liq.
906,"FACTOTUM TAP ROOM, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,92,493.0, Massachusetts Av,"(0.0, 0.0)","-71.08061,42.33944",42.33944,-71.08061,POINT (-71.08060999999999 42.33944),Roxbury,All Alc.
907,OMNI BOSTON CORPORATION,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,60.0,  Tremont ST,"(42.357493, -71.060101)","-71.0604,42.358032",42.357493,-71.060101,POINT (-71.060101 42.357493),Downtown,All Alc.
908,"Pink Samurai, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,16,658.0,  Centre ST,"(42.312748, -71.113869)","-71.11411,42.312836",42.312748,-71.113869,POINT (-71.11386899999999 42.312748),Jamaica Plain,Malt Wine Liq.
909,JABC CORP.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,180,658.0,E Broadway ,"(42.33579, -71.03809)","-71.03849,42.33558",42.33579,-71.03809,POINT (-71.03809 42.33579),South Boston,All Alc.
910,"BVP, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,270,147.0, Hanover St,"(0.0, 0.0)","-71.05725,42.361694",42.361694,-71.05725,POINT (-71.05725 42.361694),Downtown,All Alc.
911,"AUDITORIUM CAFE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,302,909.0, Boylston St,"(0.0, 0.0)","-71.0842,42.348267",42.348267,-71.0842,POINT (-71.0842 42.348267),Back Bay,All Alc.
912,TPN CORP.,02/05/2016 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,0,328.0,  Washington ST,"(42.34887, -71.152162)","-71.15196,42.349037",42.34887,-71.152162,POINT (-71.152162 42.34887),Brighton,Neighborhood Restricted - CV7ALN
913,"RATTLESNAKE BAR & GRILL, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,435,384.0, Boylston St,"(0.0, 0.0)","-71.07095,42.35181",42.35181,-71.07095,POINT (-71.07095 42.35181),Back Bay,All Alc.
914,"THE RITZ CARLTON HOTEL COMPANY, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,1.0,  Avery ST,"(0.0, 0.0)","-71.06332,42.35329",42.35329,-71.06332,POINT (-71.06332 42.35329),Downtown,All Alc.
915,"THE SALTY DOG, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,154,206.0, Faneuil Hall Marketplace ,"(0.0, 0.0)",,,,POINT (nan nan),Downtown,All Alc.
916,"SEAPOINT, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,400,367.0,E Eighth ST,"(42.33113, -71.04634)","-71.046776,42.33125",42.33113,-71.04634,POINT (-71.04634 42.33113),South Boston,All Alc.
917,"SEVENS ALE HOUSE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,86,77.0,  Charles ST,"(42.35833, -71.07039)","-71.07057,42.3583",42.35833,-71.07039,POINT (-71.07039 42.35833),Beacon Hill,Malt Wine
918,ALLSTON VENTURE FIVE INC.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,151,1249.0,  Commonwealth AV,"(42.35021, -71.13215)","-71.13199,42.350048",42.35021,-71.13215,POINT (-71.13215 42.35021),Allston,All Alc.
919,"TWO POUNDS, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,90,31.0,  India ST,"(42.35823, -71.05315)","-71.05318,42.35844",42.35823,-71.05315,POINT (-71.05315 42.35823),Downtown,All Alc.
920,"BOSTON NIGHT LIFE VENTURES, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,130,17.0, Union St,"(0.0, 0.0)",,,,POINT (nan nan),Downtown,All Alc.
921,"UC SOUTH END, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,41,683.0,  Tremont ST,"(42.34156, -71.07662)","-71.076256,42.341522",42.34156,-71.07662,POINT (-71.07662000000001 42.34156),South End,Malt Wine
922,"PURSUIT, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,35,200.0,  Faneuil Hall Marketplace  ,"(42.360199, -71.054798)",,42.360199,-71.054798,POINT (-71.05479800000001 42.360199),Downtown,Malt Wine
923,"LEESIDE RESTAURANT, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,547,150.0, Northern Av,"(0.0, 0.0)","-71.04332,42.350716",42.350716,-71.04332,POINT (-71.04331999999999 42.350716),South Boston Waterfront,All Alc.
924,THE WILDROVERS INCORPORATED,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,464,63.0,  Chatham ST,"(42.359592, -71.053951)","-71.05398,42.35972",42.359592,-71.053951,POINT (-71.053951 42.359592),Downtown,All Alc.
925,"THORNTON COMPANIES, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,94,100.0,  Peterborough ST,"(42.342993, -71.099359)","-71.09938,42.34315",42.342993,-71.099359,POINT (-71.09935900000001 42.342993),Fenway,All Alc.
926,"Tia's Waterfront, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,260,200.0,  Atlantic AV,"(0.0, 0.0)","-71.0509,42.359756",42.359756,-71.0509,POINT (-71.0509 42.359756),Downtown,All Alc.
927,"222 BERKELEY RESTAURANT, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,253,222.0,  Berkeley ST,"(42.35084, -71.07311)","-71.072975,42.351044",42.35084,-71.07311,POINT (-71.07311 42.35084),Back Bay,All Alc.
928,"TIGER MAMA, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,210,1363.0,  Boylston ST,"(0.0, 0.0)","-71.10008,42.343952",42.343952,-71.10008,POINT (-71.10008000000001 42.343952),Fenway,All Alc.
929,,10/10/2014 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,26,3706.0,  Washington ST,"(42.30036, -71.11297)","-71.1128,42.30099",42.30036,-71.11297,POINT (-71.11297 42.30036),Jamaica Plain,Malt Wine
930,"TKBMA, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,442,96.0,  Brookline AV,"(42.34612, -71.09929)","-71.09944,42.34633",42.34612,-71.09929,POINT (-71.09929 42.34612),Fenway,All Alc.
931,"TIP TAP ROOM, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,165,138.0,  Cambridge ST,"(42.361003, -71.063928)","-71.06375,42.361237",42.361003,-71.063928,POINT (-71.063928 42.361003),Beacon Hill,All Alc.
932,"VEE & VEE PRODUCTIONS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,37,763.0,  Centre ST,"(42.310283, -71.11526)","-71.11506,42.310196",42.310283,-71.11526,POINT (-71.11526000000001 42.310283),Jamaica Plain,Malt Wine
933,SHANGHAI RESTAURANT & BAR CORPORATION,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,83,232.0, Tremont St,"(42.351219, -71.064646)","-71.064865,42.351223",42.351219,-71.064646,POINT (-71.064646 42.351219),Downtown,All Alc.
934,"TOM ENGLISH'S BAR, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,91,, Dorchester Av,"(0.0, 0.0)",,,,POINT (nan nan),Dorchester,All Alc.
935,"TOM ENGLISH'S COTTAGE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,189,112.0,  Emerson ST,"(42.336005, -71.040421)","-71.040504,42.33578",42.336005,-71.040421,POINT (-71.04042099999999 42.336005),South Boston,All Alc.
936,"Rebel Restaurants Fenway, LLC",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,360,1265.0,  Boylston ST,"(0.0, 0.0)","-71.096214,42.344997",42.344997,-71.096214,POINT (-71.096214 42.344997),Fenway,All Alc.
937,PAULINE ANN IMBORNONE,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,97,192.0, Baker St,"(0.0, 0.0)","-71.1671,42.276047",42.276047,-71.1671,POINT (-71.1671 42.276047),West Roxbury,Malt Wine
938,SELECT RESTAURANTS' INC.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,837,800.0,  Boylston ST,"(42.347296, -71.081457)","-71.08232,42.348755",42.347296,-71.081457,POINT (-71.081457 42.347296),Back Bay,All Alc.
939,1704 WASHINGTON LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,1704.0, Washington St,"(0.0, 0.0)","-71.076164,42.3371",42.3371,-71.076164,POINT (-71.07616400000001 42.3371),South End,All Alc.
940,"August Summer Group, LLC",02/18/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,32,169.0, Brighton Av,"(0.0, 0.0)","-71.13293,42.353157",42.353157,-71.13293,POINT (-71.13293 42.353157),Allston,Malt Wine
941,"TOUCHTONE ENTERPRISES, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,501.0,E Eighth ST,"(42.331251, -71.041281)","-71.04138,42.331364",42.331251,-71.041281,POINT (-71.041281 42.331251),South Boston,All Alc.
942,"HYNES FINE DINING, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,363,900.0,  Boylston ST,"(0.0, 0.0)","-71.08387,42.348343",42.348343,-71.08387,POINT (-71.08387 42.348343),Back Bay,All Alc.
943,Covered Bridge Group LLC,11/18/2014 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,140,120.0,  Kingston ST,"(42.35228, -71.0591)","-71.059326,42.35225",42.35228,-71.0591,POINT (-71.0591 42.35228),Chinatown,Neighborhood Restricted - CV7ALN
944,"ZENZERO, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALR,CV7 All Alc. Restrict.,235,530.0, Atlantic Av,"(0.0, 0.0)",,,,POINT (nan nan),Downtown,All Alc.
945,"AL DENTE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,36,109.0,  Salem ST,"(0.0, 0.0)","-71.05554,42.364216",42.364216,-71.05554,POINT (-71.05553999999999 42.364216),North End,Malt Wine Liq.
946,"TRATTORIA II PANINO HANOVER, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,234,278.0,  Hanover ST,"(0.0, 0.0)","-71.0545,42.3638",42.3638,-71.0545,POINT (-71.0545 42.3638),North End,All Alc.
947,A & C NEWBURY STREET,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,19,264.0,  Newbury ST,"(42.3492, -71.08312)","-71.083244,42.3494",42.3492,-71.08312,POINT (-71.08311999999999 42.3492),Back Bay,Malt Wine Liq.
948,"BURN, INC.                      (COMMERCIAL UNIT C)",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,106,645.0,  Tremont ST,"(0.0, 0.0)","-71.075226,42.342068",42.342068,-71.075226,POINT (-71.075226 42.342068),South End,All Alc.
949,"Tres Gatos, LLC",03/17/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,49,470.0,  Centre ST,"(42.31909, -71.11164)",,42.31909,-71.11164,POINT (-71.11163999999999 42.31909),Jamaica Plain,Neighborhood Restricted - CV7ALN
950,TRESCA RESTAURANT GROUP LLC,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALR,CV7 All Alc. Restrict.,120,227.0,  Hanover ST,"(42.362994, -71.055043)","-71.055305,42.362976",42.362994,-71.055043,POINT (-71.055043 42.362994),North End,All Alc.
951,"TRIDENT BOOKSELLERS, INC.",11/07/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,224,338.0,  Newbury ST,"(42.34823, -71.0866)","-71.086334,42.348595",42.34823,-71.0866,POINT (-71.0866 42.34823),Back Bay,Malt Wine
952,"DDC, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,116,140.0,  Boylston ST,"(42.35228, -71.06622)","-71.06628,42.352455",42.35228,-71.06622,POINT (-71.06622 42.35228),Downtown,All Alc.
953,COMM 973 GROUP LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,185,971.0,  Commonwealth AV,"(0.0, 0.0)","-71.11958,42.351677",42.351677,-71.11958,POINT (-71.11958 42.351677),Allston,All Alc.
954,"ST. ENTERTAINMENT GROUP, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPAL,GOP All Alc.,200,100.0, Stuart St,"(42.350916, -71.065256)","-71.06529,42.351086",42.350916,-71.065256,POINT (-71.06525600000001 42.350916),Downtown,All Alc.
955,"ASIAN CUISINE, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,72,725.0, Boylston St,"(0.0, 0.0)","-71.08019,42.349346",42.349346,-71.08019,POINT (-71.08019 42.349346),Back Bay,All Alc.
956,GREEN DOOR COFFEE HOUSE COMPANY,04/09/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,77,284.0, Amory St,"(42.314637, -71.104489)","-71.104645,42.31477",42.314637,-71.104489,POINT (-71.104489 42.314637),Jamaica Plain,Malt Wine
957,"WESTERN HOST, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNALR,Inn. All Alc. Restrict.,0,100.0, Stuart St,"(42.350916, -71.065256)","-71.06529,42.351086",42.350916,-71.065256,POINT (-71.06525600000001 42.350916),Downtown,All Alc.
958,"AJISAI, INCORPORATED",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,14,, Market St,"(0.0, 0.0)","-71.147865,42.358223",42.358223,-71.147865,POINT (-71.147865 42.358223),Brighton,Malt Wine Liq.
959,"MURASAKI, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,32,224.0,  Newbury ST,"(42.34973, -71.08116)","-71.08122,42.349934",42.34973,-71.08116,POINT (-71.08116 42.34973),Back Bay,Malt Wine Liq.
960,"L.B.E., INC.",11/18/2013 12:00:00 AM,12/31/2015 12:00:00 AM,CV7AL,CV7 All Alc.,653,295.0,  Franklin ST,"(42.35705, -71.05283)","-71.05279,42.35717",42.35705,-71.05283,POINT (-71.05283 42.35705),Downtown,All Alc.
961,"UNION OYSTER HOUSE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,565,20.0, Marshall St,"(0.0, 0.0)","-71.0569,42.361553",42.361553,-71.0569,POINT (-71.0569 42.361553),Downtown,All Alc.
962,"UNITY SPORTS & CULTURAL CLUB, INC.",11/25/2013 12:00:00 AM,12/31/2015 12:00:00 AM,CV7AL,CV7 All Alc.,605,10.0,  Dunbar AV,"(42.28625, -71.07182)","-71.071304,42.286438",42.28625,-71.07182,POINT (-71.07182 42.28625),Dorchester,All Alc.
963,"UNO RESTAURANTS, LLC",11/21/2013 12:00:00 AM,12/31/2015 12:00:00 AM,CV7AL,CV7 All Alc.,218,731.0, Boylston St,"(0.0, 0.0)","-71.08034,42.349308",42.349308,-71.08034,POINT (-71.08034000000001 42.349308),Back Bay,All Alc.
964,"UNO RESTAURANTS, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,145,270.0,  Huntington AV,"(42.34151, -71.086)","-71.08564,42.342037",42.34151,-71.086,POINT (-71.086 42.34151),Fenway,All Alc.
965,"UNO RESTAURANTS, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,240,1.0,  Brookline AV,"(42.34842, -71.097471)","-71.09709,42.348724",42.34842,-71.097471,POINT (-71.097471 42.34842),Fenway,All Alc.
966,Urban Cantina Inc.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,76,76.0,  Salem ST,"(0.0, 0.0)","-71.05586,42.36359",42.36359,-71.05586,POINT (-71.05586 42.36359),North End,Malt Wine Liq.
967,FRANK PEZZANO,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,82,286.0, Hanover St,"(0.0, 0.0)","-71.05435,42.363926",42.363926,-71.05435,POINT (-71.05435 42.363926),North End,All Alc.
968,"C.O. RESTAURANT GROUP, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,230,105.0,  Water ST,"(0.0, 0.0)","-71.05497,42.357986",42.357986,-71.05497,POINT (-71.05497 42.357986),Downtown,All Alc.
969,MERENGUE CORP.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,50,57.0,W Dedham St,"(42.341861, -71.07242)","-71.07272,42.34185",42.341861,-71.07242,POINT (-71.07241999999999 42.341861),South End,Malt Wine Liq.
970,PHYLLIS CORPORATION,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,647,20.0,  Ericsson ST,"(42.29175, -71.04032)","-71.04062,42.29161",42.29175,-71.04032,POINT (-71.04031999999999 42.29175),Dorchester,All Alc.
971,"VICTORIA SEAFOOD RESTAURANT, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,99,1029.0,  Commonwealth AV,"(42.352234, -71.12166)","-71.12216,42.35199",42.352234,-71.12166,POINT (-71.12166000000001 42.352234),Allston,Malt Wine
972,CENT' ANNI CORPORATION,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,198,1024.0,  Massachusetts AV,"(42.32707, -71.06681)","-71.06746,42.3276",42.32707,-71.06681,POINT (-71.06681 42.32707),South Boston,Malt Wine Liq.
973,"QING MEI, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,45,14.0, Corinth St,"(0.0, 0.0)","-71.13084,42.28677",42.28677,-71.13084,POINT (-71.13084000000001 42.28677),Roslindale,Malt Wine
974,GOLDEN VINTAGE GROUP LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,250,72.0, Broad St,"(0.0, 0.0)","-71.05298,42.357628",42.357628,-71.05298,POINT (-71.05298000000001 42.357628),Downtown,All Alc.
975,"BIG BAD DOG, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,68,54.0,  Salem ST,"(42.363196, -71.056279)","-71.056076,42.36329",42.363196,-71.056279,POINT (-71.056279 42.363196),North End,Malt Wine Liq.
976,"VIVA BURRITO BOSTON, INC.",03/10/2014 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,38,66.0,  Staniford ST,"(42.362733, -71.06423)","-71.063736,42.362812",42.362733,-71.06423,POINT (-71.06422999999999 42.362733),West End,Malt Wine
977,TORRI RAE CROWELL,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,16,351.0, Hanover St,"(0.0, 0.0)","-71.053635,42.364594",42.364594,-71.053635,POINT (-71.053635 42.364594),North End,Malt Wine Liq.
978,"W & P HONG KONG AT FANEUIL HALL, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,210,64.0,  Chatham ST,"(42.35959, -71.05386)","-71.05418,42.359688",42.35959,-71.05386,POINT (-71.05386 42.35959),Downtown,All Alc.
979,Wabora Newton LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,43,254.0,  Newbury ST,"(42.34931, -71.08274)","-71.08284,42.349506",42.34931,-71.08274,POINT (-71.08274 42.34931),Back Bay,Malt Wine
980,"WAGAMAMA BOSTON ONE, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,162,800.0,  Boylston ST,"(42.34716, -71.08251)","-71.08232,42.348755",42.34716,-71.08251,POINT (-71.08251 42.34716),Back Bay,Malt Wine Liq.
981,"WAGAMAMA BOSTON ONE, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,148,200.0, Faneuil Hall Marketplace ,"(0.0, 0.0)",,,,POINT (nan nan),Downtown,Malt Wine Liq.
982,WAHLBURGERS FENWAY LLC,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,272,132.0, Brookline Av,"(0.0, 0.0)","-71.100334,42.345448",42.345448,-71.100334,POINT (-71.100334 42.345448),Fenway,All Alc.
983,"WALLY'S CAFÉ, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,,  Massachusetts AV,"(42.340647, -71.08232)",,42.340647,-71.08232,POINT (-71.08232 42.340647),Roxbury,All Alc.
984,"WANG THEATRE, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,4624,268.0, Tremont St,"(0.0, 0.0)","-71.065125,42.350296",42.350296,-71.065125,POINT (-71.06512499999999 42.350296),Downtown,All Alc.
985,"ANFRATTA, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,110,90.0,N Washington ST,"(42.365401, -71.058669)","-71.143906,42.34428",42.365401,-71.058669,POINT (-71.05866899999999 42.365401),West End,All Alc.
986,"ENDEVER HOSPITALITY GROUP, LLC",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,200,40.0,  Broad ST,"(42.358385, -71.053948)","-71.054115,42.358242",42.358385,-71.053948,POINT (-71.05394800000001 42.358385),Downtown,All Alc.
987,TYCOR CORPORATION,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,131,2.0,  Pleasant ST,"(42.37419, -71.06311)","-71.06317,42.37399",42.37419,-71.06311,POINT (-71.06310999999999 42.37419),Charlestown,All Alc.
988,"1732 CENTRE STREET,INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,290,1732.0,  Centre ST,"(0.0, 0.0)","-71.14978,42.28726",42.28726,-71.14978,POINT (-71.14978000000001 42.28726),West Roxbury,All Alc.
989,JOHNNIE'S ON THE SIDE LLC,11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,446,138.0,  Portland ST,"(42.363627, -71.06129)","-71.06113,42.3638",42.363627,-71.06129,POINT (-71.06129 42.363627),West End,All Alc.
990,"DIAMONDROCK BOSTON TENANT, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,425.0,  Summer ST,"(42.346219, -71.043099)","-71.043655,42.347",42.346219,-71.043099,POINT (-71.043099 42.346219),South Boston Waterfront,All Alc.
991,"WESTERN HOST, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,10.0,  Huntington AV,"(42.348545, -71.077314)","-71.07727,42.34913",42.348545,-71.077314,POINT (-71.077314 42.348545),Back Bay,All Alc.
992,"CRT FOOD & BEVERAGE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,345,885.0,  Boylston ST,"(42.348617, -71.083619)","-71.08346,42.348465",42.348617,-71.083619,POINT (-71.083619 42.348617),Back Bay,All Alc.
993,"CREATIVE RESTAURANT CONCEPTS, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,720,116.0,  Boylston ST,"(42.352228, -71.065638)","-71.065575,42.352425",42.352228,-71.065638,POINT (-71.06563800000001 42.352228),Downtown,All Alc.
994,"BEDFORD DINING, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,400,116.0,  Brighton AV,"(42.3526, -71.1306)","-71.130775,42.352787",42.3526,-71.1306,POINT (-71.1306 42.3526),Allston,All Alc.
995,"WILLIAMS TAVERN, INC.",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,43,92.0, A St,"(0.0, 0.0)","-71.05457,42.342613",42.342613,-71.05457,POINT (-71.05457 42.342613),South Boston,All Alc.
996,"NOCHE-BNV III, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,159,3.0,  Appleton ST,"(0.0, 0.0)","-71.0696,42.346527",42.346527,-71.0696,POINT (-71.06959999999999 42.346527),South End,All Alc.
997,"RESTAURANT ASSOCIATES, LLC AND WOLFGANG PUCK CATERING AND EVENTS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPALR,Gen Prem All Alcohol Rest,1876,100.0,  Northern AV,"(42.352856, -71.043074)",,42.352856,-71.043074,POINT (-71.043074 42.352856),South Boston Waterfront,All Alc. Restrict.
998,PAINTED HOUSE LLC,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,267,178.0,  Harvard AV,"(42.35116, -71.13119)","-71.131516,42.351295",42.35116,-71.13119,POINT (-71.13119 42.35116),Allston,All Alc.
999,"WONDER SPICE CAFÉ, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,62,695.0,  Centre ST,"(42.31179, -71.11453)","-71.11435,42.311806",42.31179,-71.11453,POINT (-71.11453 42.31179),Jamaica Plain,Malt Wine
