BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,LICCATDESC,CAPACITY,STNO,Address,Location,Lat,Long
"SPEAK EASY CONCEPTS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPAL,GOP All Alc.,520,25,  Boylston PL,"(42.351899, -71.065829)",42.31624823260227,-71.10262693843245
"FROST GROUP, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPAL,GOP All Alc.,240,200,  State ST,"(42.36003, -71.05319)",42.359488,-71.053154
"EMANUEL ENTERPRISES, LLC",10/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPMWL,GOP Malt Wine Liq.,49,71, Meridian St,"(42.37195, -71.0388)",42.37196255,-71.03880522704439
25 CHARLES ON THE HILL LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,19,  Charles ST,"(42.356811, -71.069554)",42.35681295,-71.06956223915162
"SUYA JOINT, LLC",09/18/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,84,185,  Dudley ST,"(42.32832, -71.08196)",42.328464499999995,-71.0821485
"GOURMET CHINA, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,48,23, Tyler St,"(42.350769, -71.060935)",42.246233700000005,-71.12499364722146
THE TWELVE BENS,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,285,315,  Adams ST,"(42.298605, -71.057578)",42.298611,-71.057467
"HLC GROUP ENTERPRISES, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,148,131, Dartmouth St,"(42.34682, -71.07543)",42.3467104,-71.0753958
"THE NEXT PLACE, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,440,262,  Friend ST,"(42.36457, -71.06144)",42.36465214285714,-71.06137916326531
"MASSACHUSETTS SPORTSERVICE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,19058,100,  Legends WY,"(42.36629, -71.0622)",42.36628985,-71.06222575726522
"BARRY'S CORNER PROPERTY, LLC",12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,0,219, Western Av,"(42.364022, -71.130413)",42.3632943,-71.1306946
"SIP WINE BAR AND KITCHEN, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,163,571,  Washington ST,"(42.353531, -71.062736)",42.3502939,-71.16487224571489
"Twleve22, LLC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,181,1222,  Washington ST,"(42.342794, -71.066726)",42.2620157,-71.1564057
"VAN'S RESTAURANT & BAR, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,75,1154, Dorchester Av,"(42.307719, -71.05859)",42.311563925399426,-71.05741560178039
"RING ROAD RESTAURANT GROUP, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,0,780,  Boylston ST,"(42.348135, -71.080855)",42.349055150000005,-71.08159945
"SEAPORT HOSPITALITY, INC.",12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,300,425,  Summer ST,"(42.346219, -71.043099)",42.3461583,-71.0433047
"SPORTS CONNECTION BAR & GRILL, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,560,  Dorchester AV,"(42.330488, -71.05673)",42.330554444444445,-71.05684922222223
STANJACK CORPORATION,12/17/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,59,645,E Second ST,"(42.33718, -71.03733)",42.337201,-71.037309
"METRO DINING, INC.",12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,175,32,  Harvard AV,"(42.354873, -71.132348)",42.3004374,-71.07598785344345
THE GROMIT GROUP LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,330,69,  Kilmarnock ST,"(42.34258, -71.09953)",42.342471700000004,-71.0994794
"GALLEON VENTURES,  INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,134,  Smith ST,"(42.33471, -71.10204)",42.334749693877555,-71.10217687755103
STADIUM RESTAURANT LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,509,232, Old Colony Av,"(42.33218, -71.05325)",42.331877950212494,-71.05349889457824
"RESTAURANTE CESARIA, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,266, Bowdoin St,"(42.30692, -71.06667)",42.306916,-71.06641185714285
"ALLSTON RESTAURANT GROUP, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,143,458,  Western AV,"(42.361959, -71.142208)",42.36195475,-71.1422123229033
CM DIAMOND IMPORTERS LLC,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,338,1,  Winter PL,"(42.351846, -71.060822)",42.355822,-71.061525
"MASSACHUSETTS SPORTSERVICE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,426,100,  Legends WY,"(42.36629, -71.0622)",42.36628985,-71.06222575726522
"325, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,123,81,  Fairmount AV,"(42.25459, -71.12019)",42.2544735,-71.1201731357666
"THE JUNCTION TAVERN, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,140,110,  Dorchester ST,"(42.335139, -71.04595)",42.33524670531341,-71.04599796215926
"GLORY RBG, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,449,200,  High ST,"(42.35678, -71.052)",42.3568214,-71.0517938
"SMJ GROUP, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,115,1357,  Washington ST,"(42.34165, -71.06928)",42.2620157,-71.1564057
"MELA GROUP, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,49,574, Tremont St,"(42.343257, -71.072509)",42.34331005,-71.07243836196632
"THE BACK DECK, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALR,CV7 All Alc. Restrict.,142,10,  West ST,"(42.354426, -71.062191)",42.35450675,-71.06223106970577
"PHO BASIL, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,60,177,  Massachusetts AV,"(42.34577, -71.08734)",42.3458108,-71.0872618
"FARANDOLE, LLC",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,48,175,  Massachusetts AV,"(42.34583, -71.08737)",42.3458492,-71.0872764
"TRIANGLE RESTAURANT, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,0,304,  Stuart ST,"(42.349832, -71.070578)",42.349835866666666,-71.0707978
"BONCHON ALLSTON, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,88,101,  Brighton AV,"(42.353081, -71.130624)",42.352927,-71.130316
"TABAR, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,18,611,  Dorchester AV,"(42.328788, -71.057108)",42.3288045,-71.0570881
"DOT BOY, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,86,476,  Commonwealth AV,"(42.34854, -71.09385)",42.3485631,-71.0938602
"Fairouz Restaurant, Inc.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,66,5268, Washington St,"(42.25931, -71.1589)",42.25913458823529,-71.15992026470589
"AMICI, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,49,111,N Washington ST,"(42.365582, -71.058131)",42.305178222222224,-71.08039022222222
"MODERN PASTRY, INC.",11/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,94,261,  Hanover ST,"(42.36329, -71.0547)",42.36344277777778,-71.05471555555555
SHABU ZEN INTERNATIONAL,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,152,78,  Brighton AV,"(42.352422, -71.128929)",42.3524764,-71.128792
"Suishaya, Inc.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,48,2,  Tyler ST,"(42.35121, -71.06037)",42.246816,-71.125222
"AMPHITRYON RESTAURANT GROUP, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,16,153,  Belgrade AV,"(42.286425, -71.136969)",42.28634894117647,-71.1367551764706
"MYERS & CHANG, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWLR,CV7 Malt Wine Liq. Restrict.,75,1143,  Washington ST,"(42.3438, -71.06631)",42.27254197398606,-71.06964529867504
"HONG ZE RESTAURANT, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,106,19,  Hudson ST,"(42.35063, -71.06027)",42.350544400000004,-71.06030687187891
"CJ WASHINGTON STREET, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,821,  Washington ST,"(42.348943, -71.064316)",42.3488946,-71.0642452
N&N FOODS INCORPORATED,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,45,1799, Commonwealth Av,"(42.340611, -71.151579)",42.3504455,-71.1093057
"21ST, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,96,150,  Bowdoin ST,"(42.358336, -71.062581)",42.303885950715355,-71.07072391522667
"THE WINE BAR, LLC",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,263,49,  Temple PL,"(42.35493, -71.061809)",42.35519708700837,-71.06211639720573
"CARMAC, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,240,6,  Beacon ST,"(42.35814, -71.06152)",42.358149,-71.0617226
"99 RESTAURANTS OF BOSTON, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,226,29,  Austin ST,"(42.374884, -71.067065)",42.293206142857144,-71.09029257142858
"AREA FOUR CENTRAL OPERATING, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,0,275,  Albany ST,"(42.343759, -71.062729)",42.34347223489117,-71.06243291089724
"BBRG TR, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,425,777,  Boylston ST,"(42.349221, -71.081588)",42.3492471,-71.0813825
"AMERICAN MULTI-CINEMA, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,4498,175,  Tremont ST,"(42.35315, -71.06403)",42.35344325,-71.06393798116154
"MARKETPLACE SALOON, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,92,294, Faneuil Hall Marketplace ,"(42.360036, -71.056253)",42.36005485,-71.05460485041264
ANCHOVIES ACQUISITION LIMITED PARTNERSHIP,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,64,433,  Columbus AV,"(42.344027, -71.077869)",42.34385084615384,-71.07746903846153
"ANGELA'S CAFE GROUP, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,19,131,  Lexington ST,"(42.37853, -71.035)",42.378556,-71.035023
"ANGELA'S CAFE II, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,60,1012,  Bennington ST,"(42.387115, -71.006309)",42.386971,-71.006249
"ANH HONG RESTAURANT, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,95,291,  Adams ST,"(42.299183, -71.05818)",42.299158,-71.058074
"ANTHONY'S PIER FOUR, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,1076,140,  Northern AV,"(42.35338, -71.04149)",42.35024127629971,-71.04252154541753
"Anthony's Restaurant Group, LLC",06/30/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,0,5,  Fairmount AV,"(42.25553, -71.121111)",42.255492000000004,-71.12097462068965
APPLE NEW ENGLAND LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,127,381, Chestnut Hill Av,"(42.335181, -71.151107)",42.335699,-71.150696
"569 TREMONT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,72,569,  Tremont ST,"(42.343801, -71.07235)",42.3437826,-71.0723582
"DONAN, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,4,  Prince ST,"(42.36405, -71.05368)",42.36405675,-71.05368731942585
"NANCY'S, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,19,89,  Charles ST,"(42.35859, -71.07049)",42.35856695,-71.07050151847827
"ASHMONT GRILL, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,120,555,  Talbot AV,"(42.286091, -71.064728)",42.2860989,-71.0646266
"ASIAN GARDEN, INC.",11/06/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,42,28,  Harrison AV,"(42.35195, -71.06103)",42.336417,-71.071885
SPACESHIP PICNIC LLC,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,49,47,  Massachusetts AV,"(42.34982, -71.08927)",42.34984945,-71.08925272656501
"ATLANTIC BEER GARDEN, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,228,146,  Northern AV,"(42.350933, -71.04298)",42.35022751938788,-71.0424898628327
"BBRG TR, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,195,761,  Boylston ST,"(42.34935, -71.08121)",42.3492931,-71.0811812
"THICKER THAN WATER, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,95,838,  Beacon ST,"(42.34741, -71.10321)",42.347314,-71.1031467
550 TREMONT LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,38,550,  Tremont ST,"(42.343895, -71.071263)",42.3438996,-71.07127516873739
"107 SALEM RESTAURANT, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,115,107,  Salem ST,"(42.36418, -71.05538)",42.364204,-71.055436
"BAMBOO, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,49,1616,  Commonwealth AV,"(42.343246, -71.142709)",42.34351299103543,-71.14350975672343
"PHANPHIT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,19,433,  Washington ST,"(42.349345, -71.156794)",42.3493421,-71.1567888
BANGKOK CITY CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,118,167,  Massachusetts AV,"(42.345998, -71.087473)",42.3460753,-71.0873534
"RRG, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,144,553, Tremont St,"(42.344321, -71.07184)",42.343996,-71.07174
"DARTCOM, LLC",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,124,154,  Commonwealth AV,"(42.351284, -71.078648)",42.351681666666664,-71.07785133333333
"BL RESTAURANT OPERATIONS, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,179,121,  Brookline AV,"(42.34575, -71.10049)",42.3457414,-71.1003306
"BARCELONA SOUTH END, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,172,525,  Tremont ST,"(42.344859, -71.070789)",42.3444755,-71.070965
VAN LIN CORP,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,205,241,  A ST,"(42.346569, -71.051069)",42.34678292145063,-71.0511093332366
"CARDONA'S, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,62,299,  Havre ST,"(42.376526, -71.033798)",42.375925714285714,-71.0345872857143
"BARRACUDA TAVERN, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,60,10,  Bosworth ST,"(42.356881, -71.060299)",42.3569,-71.060166
"BASEBALL TAVERN, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,541,1270,  Boylston ST,"(42.344648, -71.096299)",42.34488194332687,-71.09630146900788
"49 MELCHER RESTAURANT GROUP, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,460,49,  Melcher ST,"(42.34942, -71.05037)",42.349387199999995,-71.05037339958923
"STATE ROOM, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,835,60,  State ST,"(42.35927, -71.05643)",42.35922935,-71.05642886016267
"MONDAY AFTERNOON, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPAL,GOP All Alc.,268,149,  Charles ST,"(42.360479, -71.070569)",42.3604302,-71.070636
"BOSWORTH PLACE, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,249,100,  Tremont ST,"(42.357232, -71.060979)",42.3571582,-71.0607809
Bella Arianna LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,160,107,  South ST,"(42.351401, -71.05752)",42.35161835384615,-71.05738435897436
OLD COLONIAL CORPORATION,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,496,45,  Union ST,"(42.3616, -71.05706)",42.36144,-71.057027
"BELLA LUNA RESTAURANT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,200,284, Amory St,"(42.314637, -71.104489)",42.3143773,-71.1040468
BERTUCCI'S RESTAURANT CORP.,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,219,533,  Commonwealth AV,"(42.34923, -71.09661)",42.348682139353286,-71.09646963880304
"CONCORDE ENTERTAINMENT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,907,9,  Lansdowne ST,"(42.347341, -71.095081)",42.3473454,-71.0951514
"BEACON HILL HOSPITALITY GROUP, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,64,20,  Charles ST,"(42.35664, -71.06994)",42.3566633,-71.0699291
"HM BOSTON, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,208,272,  Boylston ST,"(42.351859, -71.069669)",42.313794721996786,-71.10068138630339
CHELSEA CITY SQUARE CORP.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,214,1,  Chelsea ST,"(42.3712, -71.061707)",42.370048,-71.038467
"EQUINOX SC BOSTON, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,168,4, Avery St,"(42.35307, -71.06292)",42.3531469,-71.0630373
"WATER DRAGON, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,324, A St,"(42.349391, -71.049735)",42.3493416,-71.04963944275093
ARGUETAS CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,31,30,  Bennington ST,"(42.37539, -71.038018)",42.37570145,-71.0369598
 ,01/20/2016 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWN,CV7MWN - Neighborhood Restricted,58,1138,  Blue Hill AV,"(42.285777, -71.09125)",42.3048452,-71.0848265
BOSTON & MAINE FISH COMPANY,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,23,200,  Faneuil Hall Marketplace  ,"(42.360199, -71.054798)",42.36005485,-71.05460485041264
"CAFE JAFFA, INC.",11/06/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,56,48,  Gloucester ST,"(42.348681, -71.084102)",42.3486892,-71.0840674
"BOSTON ATHLETIC CLUB, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,101,653,  Summer ST,"(42.33981, -71.04354)",42.33980445,-71.04353534027027
"SLESAR BROS. BREWING COMPANY, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,420,61,  Brookline AV,"(42.347163, -71.099081)",42.3469999,-71.0989887
"FIRST BOSTON TEN PIN, INC.",12/11/2014 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,250,820,  William T Morrissey BLVD,"(42.29388, -71.04627)",42.2941374539789,-71.04728811929265
BEANTOWN BURGER COMPANY,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,52,1100,  Boylston ST,"(42.346842, -71.088506)",42.3468504,-71.0884838
"THE CLUB AT BOSTON COLLEGE, INC.",11/07/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,361,100,  Federal ST,"(42.35477, -71.05613)",42.355055899999996,-71.05595722374802
"MARRIOTT HOTEL SERVICES, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,110, Huntington Av,"(42.347082, -71.078373)",42.3469487,-71.07812420592619
"BOSTON CULINARY GROUP, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,2677,539,  Washington ST,"(42.353999, -71.06237)",42.293026636363635,-71.071945
IRENE NGUYEN,03/25/2014 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,140,1221,  Dorchester AV,"(42.30906, -71.05839)",42.307943670006246,-71.0584528477909
"TSI Summer Street, LLC",05/05/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CLBMWR,Clb. Malt Wine Restrict.,301,100,  Summer ST,"(42.35356, -71.05736)",42.35384315,-71.05741601421146
"KUN JIN KIM, INDIVIDUAL",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,98,827,  Boylston ST,"(42.34897, -71.08257)",42.3489322,-71.0825485
"BOSTON STREET, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,84,224,  Boston ST,"(42.322272, -71.060848)",42.32214375,-71.0610015
B.T.U.H.W.F. SERVICE CORPORATION,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,1031,180,  Mount Vernon ST,"(42.322135, -71.046901)",42.32205095,-71.04716765211269
"CLOVER VENTURES, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,427,131,  State ST,"(42.358974, -71.054235)",42.35915742857143,-71.05448457142857
"GINA GUERRERO, INDIVIDUAL",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,36,102,  Meridian ST,"(42.37273, -71.0392)",42.3727313,-71.0392566120808
SAHA-PAKEE CORP.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,107,1033,  Commonwealth AV,"(42.352262, -71.121849)",42.3521499,-71.1219581
"111, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,110,111,  Dartmouth ST,"(42.346447, -71.075281)",42.3464338,-71.0753432
"MANRAJ, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,60,701,  Centre ST,"(42.311537, -71.114558)",42.3115692,-71.1145389
"MONTANUS, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,49,50,  Dalton ST,"(42.347065, -71.085643)",42.3472132,-71.0854097
HAMPSHIRE HOUSE CORPORATION,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,569,84,  Beacon ST,"(42.355981, -71.071299)",42.3559525,-71.0712576
"BIC BURGERS SPRING STREET, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,103,77,  Spring ST,"(42.277765, -71.16403)",42.277312306122454,-71.16488436734694
BIC Burgers Commonwealth LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,110,961,  Commonwealth AV,"(42.35192, -71.11908)",42.3520884,-71.11910288344623
"C & H, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,193,252,  Western AV,"(42.363164, -71.132799)",42.36326690095688,-71.13284054624827
REINA HENRIQUEZ,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,19,80,  Bennington ST,"(42.37608, -71.0361)",42.375080825,-71.03861479999999
"CAFFE PARADISO, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,130,255,  Hanover ST,"(42.363223, -71.054789)",42.36327822222223,-71.05487755555555
"CAFFE VITTORIA, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,181,296,  Hanover ST,"(42.36414, -71.05435)",42.36321265306122,-71.05559585714286
"CALIFORNIA PIZZA KITCHEN,INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,175,800,  Boylston ST,"(42.347296, -71.081457)",42.3471718,-71.08250628733232
"J. P. PARTNERS, INC.",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,150,435,S Huntington AV,"(42.31979, -71.112)",42.31979175,-71.11201272803878
